"Code";"Name";"Product types";"Year";"Value";"Measurement unit";"Attribute";
0400000;"KUYAVIA-POMERANIA";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"kasza jęczmienna "Mazurska" - za 1kg";"1999";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"kasza jęczmienna "Mazurska" - za 1kg";"2000";1,09;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"kasza jęczmienna "Mazurska" - za 1kg";"2001";1,29;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"kasza jęczmienna "Mazurska" - za 1kg";"2002";1,21;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"kasza jęczmienna "Mazurska" - za 1kg";"2003";1,13;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"kasza jęczmienna "Mazurska" - za 1kg";"2004";1,18;"PLN";"";
